idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;PAQT;Accessibilite Quai Train;IDAMIVIF
2491;Sully-Morland;1001100070001;75104;601816;2428050;48.850793554,2.36123699038;0;1;1;1;1;0;0;IDAMIVIF
2528;Place d'Italie;1001100070001;75113;601383;2425909;48.8315522619,2.35533343989;0;1;1;1;1;0;0;IDAMIVIF
2400;Pierre et Marie Curie;1001100070001;94041;603040;2424170;48.8159171408,2.37787881315;0;1;1;1;1;0;0;IDAMIVIF
2506;Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse);1001100070001;94076;602332;2421953;48.7959940916,2.36823144858;0;1;1;1;1;0;0;IDAMIVIF
3343753;Commerce;1001100080001;75115;596864;2427363;48.8446136312,2.29380297684;0;1;1;1;1;0;0;IDAMIVIF
3343763;Concorde;1001100080001;75108;598815;2429687;48.8655071808,2.32036285253;0;1;1;1;1;0;0;IDAMIVIF
3343775;Strasbourg-Saint-Denis;1001100080001;75102;601290;2430118;48.8693807393,2.35407964886;0;1;1;1;1;0;0;IDAMIVIF
3343783;Chemin Vert;1001100080001;75103;602315;2428806;48.8575865037,2.36803669161;0;1;1;1;1;0;0;IDAMIVIF
3343817;Créteil-Préfecture (Hôtel de Ville);1001100080001;94028;609030;2420153;48.779757217,2.45931428775;0;1;1;1;1;0;0;IDAMIVIF
3343758;Ecole Militaire;1001100080001;75107;597719;2428436;48.8542608808,2.30543955721;0;1;1;1;1;0;0;IDAMIVIF
3343788;Ledru-Rollin;1001100080001;75112;602895;2428095;48.8511941246,2.37593173368;0;1;1;1;1;0;0;IDAMIVIF
3343792;Reuilly-Diderot;1001100080001;75112;603723;2427653;48.8472174603,2.38720417388;0;1;1;1;1;0;0;IDAMIVIF
3343818;Créteil-Préfecture (Hôtel de Ville);1001100080001;94028;609030;2420153;48.779757217,2.45931428775;0;1;1;1;1;0;0;IDAMIVIF
1816;Michel-Ange-Molitor;1001100090001;75116;594522;2427414;48.8450560883,2.26191141995;0;1;1;1;1;0;0;IDAMIVIF
1899;Jasmin;1001100090001;75116;594965;2428235;48.8524384784,2.26793391967;0;1;1;1;1;0;0;IDAMIVIF
1762;Ranelagh;1001100090001;75116;595114;2428576;48.8555043622,2.26995917492;0;1;1;1;1;0;0;IDAMIVIF
1702;Richelieu-Drouot;1001100090001;75109;600207;2430420;48.872096083,2.33932555252;0;1;1;1;1;0;0;IDAMIVIF
1844;Oberkampf;1001100090001;75111;602368;2429553;48.8642999032,2.36876264947;0;1;1;1;1;0;0;IDAMIVIF
1633;Voltaire (Léon Blum);1001100090001;75111;603196;2428815;48.857663685,2.38003629346;0;1;1;1;1;0;0;IDAMIVIF
1651;Nation;1001100090001;75112;604491;2427853;48.8490101129,2.39766460946;0;1;1;1;1;0;0;IDAMIVIF
2280;Marcel Sembat;1001100090001;92012;593167;2426164;48.8338085462,2.24348061108;0;1;1;1;1;0;0;IDAMIVIF
2353;Michel-Ange-Auteuil;1001100090001;75116;594693;2427733;48.847924552,2.26423590245;0;1;1;1;1;0;0;IDAMIVIF
2517;Trocadéro;1001100090001;75116;596354;2429419;48.8630890943,2.28684037516;0;1;1;1;1;0;0;IDAMIVIF
2291;Iéna;1001100090001;75116;596883;2429559;48.8643501589,2.29404526045;0;1;1;1;1;0;0;IDAMIVIF
2162;Alma-Marceau;1001100090001;75116;597412;2429553;48.8642986303,2.30125140712;0;1;1;1;1;0;0;IDAMIVIF
2201;Franklin-Roosevelt;1001100090001;75108;598049;2430055;48.8688125911,2.30992632114;0;1;1;1;1;0;0;IDAMIVIF
2441;Saint-Philippe du Roule;1001100090001;75108;598111;2430462;48.872470625,2.3107690979;0;1;1;1;1;0;0;IDAMIVIF
2513;Voltaire (Léon Blum);1001100090001;75111;603196;2428815;48.857663685,2.38003629346;0;1;1;1;1;0;0;IDAMIVIF
2531;Nation;1001100090001;75112;604491;2427853;48.8490101129,2.39766460946;0;1;1;1;1;0;0;IDAMIVIF
2278;Maraîchers;1001100090001;75120;605131;2428253;48.8526003616,2.40638498623;0;1;1;1;1;0;0;IDAMIVIF
1817;Michel-Ange-Molitor;1001100100001;75116;594552;2427406;48.8449844459,2.2623200357;0;1;1;1;1;0;0;IDAMIVIF
1818;Mirabeau;1001100100001;75116;595342;2427639;48.8470848181,2.27307491159;0;1;1;1;1;0;0;IDAMIVIF
1927;Duroc;1001100100001;75107;598563;2427611;48.8468487281,2.3169373075;0;1;1;1;1;0;0;IDAMIVIF
1666;Sèvres-Babylone;1001100100001;75107;599237;2428066;48.8509392477,2.32611465149;0;1;1;1;1;0;0;IDAMIVIF
1653;Odéon;1001100100001;75106;600173;2428219;48.8523148404,2.338861717;0;1;1;1;1;0;0;IDAMIVIF
1952;Gare d'Austerlitz;1001100100001;75113;602013;2427263;48.8437198206,2.36391621383;0;1;1;1;1;0;0;IDAMIVIF
2193;Boulogne-Jean-Jaurès;1001100100001;92012;592829;2427107;48.8422801027,2.23886297203;0;1;1;1;1;0;0;IDAMIVIF
2354;Michel-Ange-Auteuil;1001100100001;75116;594737;2427734;48.8479339054,2.26483507384;0;1;1;1;1;0;0;IDAMIVIF
2241;La Motte-Picquet-Grenelle;1001100100001;75115;597169;2427831;48.8488212259,2.29795296069;0;1;1;1;1;0;0;IDAMIVIF
2541;Ségur;1001100100001;75115;597853;2427613;48.8468646613,2.30726884425;0;1;1;1;1;0;0;IDAMIVIF
2500;Vaneau;1001100100001;75107;598879;2427817;48.8487008088,2.32123987861;0;1;1;1;1;0;0;IDAMIVIF
2167;Cluny-La Sorbonne;1001100100001;75105;600626;2428050;48.8507957149,2.34503088503;0;1;1;1;1;0;0;IDAMIVIF
2137;Cardinal-Lemoine;1001100100001;75105;601089;2427595;48.8467058283,2.35133517564;0;1;1;1;1;0;0;IDAMIVIF
2207;Gare d'Austerlitz;1001100100001;75113;602013;2427263;48.8437198206,2.36391621383;0;1;1;1;1;0;0;IDAMIVIF
1753;Porte des Lilas;1001100110001;75120;605139;2430994;48.8772346759,2.40652683971;0;1;1;1;1;0;0;IDAMIVIF
1798;Place des Fêtes;1001100110001;75119;604157;2430937;48.8767294281,2.39314602843;0;1;1;1;1;0;0;IDAMIVIF
1893;Hôtel de Ville;1001100110001;75104;601098;2428830;48.8578053324,2.35146077318;0;1;1;1;1;0;0;IDAMIVIF
2100;Arts-et-Métiers;1001100110001;75103;601405;2429673;48.8653811353,2.35564492787;0;1;1;1;1;0;0;IDAMIVIF
2439;Rambuteau;1001100110001;75104;601232;2429207;48.8611933549,2.35328695654;0;1;1;1;1;0;0;IDAMIVIF
1870;Mairie d'Issy;1001100120001;92040;595376;2425109;48.8243464852,2.27356582627;0;1;1;1;1;0;0;IDAMIVIF
1632;Volontaires;1001100120001;75115;597906;2427007;48.8414184019,2.30799364605;0;1;1;1;1;0;0;IDAMIVIF
1782;Pasteur;1001100120001;75115;598249;2427164;48.8428305013,2.31266330443;0;1;1;1;1;0;0;IDAMIVIF
1669;Solférino;1001100120001;75107;599015;2428911;48.8585333187,2.32308924545;0;1;1;1;1;0;0;IDAMIVIF
1723;Saint-Lazare;1001100120001;75108;599280;2430790;48.875420937,2.32669526874;0;1;1;1;1;0;0;IDAMIVIF
2037;Abbesses;1001100120001;75118;600139;2431789;48.8843996742,2.33839938084;0;1;1;1;1;0;0;IDAMIVIF
1886;Marx-Dormoy;1001100120001;75118;601709;2432454;48.8903740405,2.35979700534;0;1;1;1;1;0;0;IDAMIVIF
2337;Mairie d'Issy;1001100120001;92040;595376;2425109;48.8243464852,2.27356582627;0;1;1;1;1;0;0;IDAMIVIF
2176;Corentin-Celton;1001100120001;92040;595773;2425385;48.8268298466,2.27896685824;0;1;1;1;1;0;0;IDAMIVIF
2174;Convention;1001100120001;75115;597054;2426531;48.8371369088,2.29639608682;0;1;1;1;1;0;0;IDAMIVIF
2501;Vaugirard (Adolphe Chérioux);1001100120001;75115;597398;2426787;48.8394392405,2.30107803914;0;1;1;1;1;0;0;IDAMIVIF
2392;Pasteur;1001100120001;75115;598249;2427164;48.8428305013,2.31266330443;0;1;1;1;1;0;0;IDAMIVIF
2263;Falguière;1001100120001;75115;598609;2427330;48.8443233422,2.31756467285;0;1;1;1;1;0;0;IDAMIVIF
2365;Montparnasse-Bienvenue;1001100120001;75114;599050;2427297;48.8440275954,2.32356979388;0;1;1;1;1;0;0;IDAMIVIF
2477;Sèvres-Babylone;1001100120001;75107;599294;2428137;48.8515774282,2.32689078501;0;1;1;1;1;0;0;IDAMIVIF
2402;Pigalle;1001100120001;75118;600052;2431525;48.8820270489,2.33721379841;0;1;1;1;1;0;0;IDAMIVIF
1969;Châtillon Montrouge;1001100130001;92020;597412;2423543;48.8102833227,2.30128886764;0;1;1;1;1;0;0;IDAMIVIF
1880;Malakoff-Rue Etienne Dolet;1001100130001;92020;597118;2424035;48.8147040198,2.29728472684;0;1;1;1;1;0;0;IDAMIVIF
1948;Gaîté;1001100130001;75114;598972;2426710;48.8387517806,2.32250918289;0;1;1;1;1;0;0;IDAMIVIF
1638;Varenne;1001100130001;75107;598403;2428673;48.8563930284,2.31475436148;0;1;1;1;1;0;0;IDAMIVIF
1820;Miromesnil;1001100130001;75108;598498;2430572;48.8734602847,2.31604128558;0;1;1;1;1;0;0;IDAMIVIF
1724;Saint-Lazare;1001100130001;75108;599096;2430862;48.8760677736,2.32418809744;0;1;1;1;1;0;0;IDAMIVIF
1796;Place de Clichy;1001100130001;75109;599322;2431656;48.8832039591,2.32726602131;0;1;1;1;1;0;0;IDAMIVIF
1692060;Carrefour-Pleyel;1001100130001;93070;600543;2435744;48.9199434643,2.34390941645;0;1;1;1;1;0;0;IDAMIVIF
1947;Gabriel-Péri;1001100130001;92004;596907;2435370;48.9165747952,2.29432896135;0;1;1;1;1;0;0;IDAMIVIF
2397;Pernety;1001100130001;75114;598634;2426174;48.833933779,2.31790896883;0;1;1;1;1;0;0;IDAMIVIF
2253;Duroc;1001100130001;75107;598534;2427627;48.8469924601,2.31654234144;0;1;1;1;1;0;0;IDAMIVIF
2214;Garibaldi;1001100130001;93070;599663;2434235;48.9063821235,2.33191047013;0;1;1;1;1;0;0;IDAMIVIF
140079;Saint-Denis-Université;1001100130001;93066;601872;2438656;48.9461108318,2.36204518966;0;1;1;1;1;0;0;IDAMIVIF
1662796;Les Agnettes;1001100130001;92004;596294;2436076;48.9229162908,2.28596389324;0;1;1;1;1;0;0;IDAMIVIF
1662798;Asnières-Gennevilliers Les Courtilles;1001100130001;92004;596133;2436897;48.9302935821,2.28376062986;0;1;1;1;1;0;0;IDAMIVIF
1166834;Châtelet;1001100140001;75101;600797;2428958;48.8589561406,2.34736125188;1;0;1;1;1;0;1;IDAMIVIF
1166832;Gare de Lyon;1001100140001;75112;602688;2427367;48.8446521102,2.37310814421;1;0;1;1;1;0;1;IDAMIVIF
1166830;Bercy;1001100140001;75112;603151;2426910;48.8405427422,2.37940945979;1;0;1;1;1;0;1;IDAMIVIF
1166824;Olympiades;1001100140001;75113;602243;2425397;48.8269482412,2.36703843005;1;0;1;1;1;0;1;IDAMIVIF
1166841;Saint-Lazare;1001100140001;75108;599174;2430806;48.875564597,2.3252509807;1;0;1;1;1;0;1;IDAMIVIF
1166839;Madeleine;1001100140001;75108;599094;2430140;48.8695789298,2.32416248546;1;0;1;1;1;0;1;IDAMIVIF
1166831;Bercy;1001100140001;75112;603151;2426910;48.8405427422,2.37940945979;1;0;1;1;1;0;1;IDAMIVIF
1166827;Bibliothèque-François Mitterrand;1001100140001;75113;602910;2425718;48.8298306545,2.37612000601;1;0;1;1;1;0;1;IDAMIVIF
2091;Funiculaire Gare haute;1001101000001;75118;600485;2431919;48.8855678748,2.34311459507;1;0;0;0;0;0;1;IDAMIVIF
1752;Porte des Lilas;1001101030001;75120;605128;2430961;48.8769381827,2.4063765636;0;1;1;1;1;0;0;IDAMIVIF
1783;Pelleport;1001101030001;75120;604745;2429991;48.868223402,2.40114727627;0;1;1;1;1;0;0;IDAMIVIF
1659;Gambetta;1001101030001;75120;604561;2429627;48.8649533218,2.39863674401;0;1;1;1;1;0;0;IDAMIVIF
2463;Saint-Fargeau;1001101030001;75120;604966;2430383;48.8717447834,2.40416253824;0;1;1;1;1;0;0;IDAMIVIF
2075;Bolivar;1001101070001;75119;602747;2431390;48.8808081239,2.37393711277;0;1;1;1;1;0;0;IDAMIVIF
22789;Antony;1001102000001;92002;597371;2417336;48.7544948531,2.30077014673;1;0;0;0;0;0;1;IDAMIVIF
2022;Cergy-Saint-Christophe;1001110010001;95127;577898;2450233;49.049764961,2.03434511366;1;0;0;0;0;0;1;IDAMIVIF
2776542;Achères Grand Cormier;1001110010001;78498;578342;2437256;48.9331642217,2.04108350764;1;0;1;1;1;1;4;IDAMIVIF
1831;Nanterre-Ville;1001110010001;92050;589680;2433014;48.8953251065,2.19584047054;1;0;1;1;1;1;4;IDAMIVIF
1631;Vincennes;1001110010001;94080;607125;2427668;48.8473238304,2.43353159354;0;0;1;1;1;1;4;IDAMIVIF
1943;Fontenay-sous-Bois;1001110010001;94033;609423;2427236;48.8434118184,2.46481539994;1;0;1;1;1;1;4;IDAMIVIF
1671;Saint-Maur Créteil;1001110010001;94068;609961;2423121;48.8064195682,2.47204504761;1;0;1;1;1;1;4;IDAMIVIF
2140;Cergy-Préfecture;1001110010001;95127;581243;2448683;49.0359437943,2.08014375391;1;0;0;0;0;0;1;IDAMIVIF
2225;Chatou-Croissy;1001110010001;78146;586727;2431887;48.8851420309,2.15562586369;1;0;1;1;1;1;4;IDAMIVIF
2369;Nanterre-Université;1001110010001;92050;590998;2433642;48.9009889733,2.21379170886;1;0;1;1;1;1;4;IDAMIVIF
2511;Vincennes;1001110010001;94080;607125;2427668;48.8473238304,2.43353159354;0;0;1;1;1;1;4;IDAMIVIF
2307;Noisy-Champs;1001110010001;93051;617754;2427172;48.8426610663,2.57825244785;1;0;1;1;1;1;4;IDAMIVIF
2306;Noisiel;1001110010001;77337;620571;2427273;48.8434849935,2.61661461052;1;0;1;1;1;1;4;IDAMIVIF
2326;Lognes;1001110010001;77258;621846;2426770;48.8389222959,2.63394987092;1;0;1;1;1;1;4;IDAMIVIF
2516;Torcy;1001110010001;77468;623458;2426866;48.8397283819,2.65590311181;1;0;1;1;1;1;4;IDAMIVIF
2305;Nogent-sur-Marne;1001110010001;94052;609929;2426313;48.8351087334,2.47168391283;1;0;1;1;1;1;4;IDAMIVIF
2315;Le Parc de Saint-Maur;1001110010001;94068;610958;2422982;48.8051541254,2.48560756857;1;0;1;1;1;1;4;IDAMIVIF
2490;Sucy Bonneuil;1001110010001;94071;612576;2419191;48.7710514922,2.50751126501;1;0;1;1;1;1;4;IDAMIVIF
2123;Boissy-Saint-Léger;1001110010001;94004;612412;2417181;48.7529886038,2.50522284262;1;0;1;1;1;1;4;IDAMIVIF
1706;Aéroport Charles de Gaulle 1;1001110020001;95527;616460;2445833;49.0103995199,2.56135733564;1;0;1;1;1;1;4;IDAMIVIF
1693;Vert-Galant;1001110020001;93078;616884;2438474;48.944256914,2.56685574769;1;0;1;1;1;1;4;IDAMIVIF
2070;Blanc-Mesnil;1001110020001;93007;610282;2437117;48.9322011293,2.47675086789;1;0;1;1;1;1;4;IDAMIVIF
2054;La Courneuve-Aubervilliers;1001110020001;93001;603512;2436199;48.9240233942,2.38440066136;1;0;1;1;1;1;4;IDAMIVIF
1921;Laplace;1001110020001;94003;599761;2423248;48.8076372956,2.33325414336;1;0;1;1;1;1;4;IDAMIVIF
2006;Bourg-la-Reine;1001110020001;92014;598210;2420179;48.780050897,2.31216262263;1;0;1;1;1;1;4;IDAMIVIF
1660;Sceaux;1001110020001;92071;597140;2420317;48.7812872777,2.29760964767;1;0;1;1;1;1;4;IDAMIVIF
1942;Fontenay-aux-Roses;1001110020001;92032;596720;2421037;48.7877565604,2.29189184957;1;0;1;1;1;1;4;IDAMIVIF
1778;Parc de Sceaux;1001110020001;92002;598039;2419130;48.770621955,2.30984199318;1;0;1;1;1;1;4;IDAMIVIF
1865;Lozère;1001110020001;91477;590800;2411953;48.7060497522,2.21156541289;1;0;1;1;1;1;4;IDAMIVIF
1914;La Hacquinière;1001110020001;91122;586460;2410739;48.6950606912,2.15266413344;1;0;1;1;1;1;4;IDAMIVIF
2507;Sevran-Beaudottes;1001110020001;93071;613745;2438853;48.9477376104,2.52404227481;1;0;1;1;1;1;4;IDAMIVIF
2360;Mitry-Claye;1001110020001;77294;622405;2442009;48.9758558192,2.64236629857;1;0;1;1;1;1;4;IDAMIVIF
2530;Port Royal;1001110020001;75105;600027;2426836;48.8398851252,2.33687343756;1;0;1;1;1;1;4;IDAMIVIF
2388;Parc de Sceaux;1001110020001;92002;598039;2419130;48.770621955,2.30984199318;1;0;1;1;1;1;4;IDAMIVIF
2237;La Croix-de-Berny;1001110020001;92002;597621;2418187;48.7621447507,2.30416361167;0;0;1;1;1;0;4;IDAMIVIF
2265262;Maisons-Laffitte;;;;;;1;;;;;;;IDAMIVIF
2265266;Poissy;;;;;;1;;;;;;;IDAMIVIF
2265276;Aubergenville-Elisabethville;;;;;;0;;;;;;;IDAMIVIF
2265296;Bonnières;;;;;;0;;;;;;;IDAMIVIF
2265286;Bueil;;;;;;0;;;;;;;IDAMIVIF
2265289;Evreux;;;;;;0;;;;;;;IDAMIVIF
2265287;Bueil;;;;;;0;;;;;;;IDAMIVIF
2265283;Mantes-la-Jolie;;;;;;1;;;;;;;IDAMIVIF
2265273;Les Clairières de Verneuil;;;;;;0;;;;;;;IDAMIVIF
2265271;Vern1llet Verneuil;;;;;;0;;;;;;;IDAMIVIF
2265269;Villennes-sur-Seine;;;;;;0;;;;;;;IDAMIVIF
2265257;La Garenne-Colombes;;;;;;0;;;;;;;IDAMIVIF
809237;Ermont Eaubonne;;;;;;1;;;;;;;IDAMIVIF
809238;Ermont Eaubonne;;;;;;0;;;;;;;IDAMIVIF
46617;Val d'Argenteuil;;;;;;1;;;;;;;IDAMIVIF
46465;Cormeilles-en-Parisis;;;;;;0;;;;;;;IDAMIVIF
46118;Conflans-Sainte-Honorine;;;;;;1;;;;;;;IDAMIVIF
46125;Santeuil Le Perchay;;;;;;0;;;;;;;IDAMIVIF
46644;Lavilletertre;;;;;;0;;;;;;;IDAMIVIF
46634;Boissy-l'Aillerie;;;;;;0;;;;;;;IDAMIVIF
46944;Eragny Neuville;;;;;;0;;;;;;;IDAMIVIF
46630;Conflans-Sainte-Honorine;;;;;;1;;;;;;;IDAMIVIF
46629;Herblay;;;;;;0;;;;;;;IDAMIVIF
591505;Val d'Argenteuil;;;;;;1;;;;;;;IDAMIVIF
46109;Conflans-Sainte-Honorine;;;;;;1;;;;;;;IDAMIVIF
46135;Juziers;;;;;;0;;;;;;;IDAMIVIF
591493;Rosny-sur-Seine;;;;;;0;;;;;;;IDAMIVIF
591499;Vernon;;;;;;0;;;;;;;IDAMIVIF
591496;Bonnières;;;;;;0;;;;;;;IDAMIVIF
46647;Juziers;;;;;;0;;;;;;;IDAMIVIF
46980;Triel-sur-Seine;;;;;;0;;;;;;;IDAMIVIF
46624;Chanteloup-lès-Vignes;;;;;;0;;;;;;;IDAMIVIF
46623;Andrésy;;;;;;0;;;;;;;IDAMIVIF
46622;Conflans-Fin d'Oise;;;;;;1;;;;;;;IDAMIVIF
591492;Herblay;;;;;;0;;;;;;;IDAMIVIF
591504;Argenteuil;;;;;;1;;;;;;;IDAMIVIF
3144468;Sartrouville;;;;;;1;;;;;;;IDAMIVIF
3144466;H1lles Carrières-sur-Seine;;;;;;1;;;;;;;IDAMIVIF
3953361;Nanterre-Université;;;;;;1;;;;;;;IDAMIVIF
3144458;Asnières;;;;;;1;;;;;;;IDAMIVIF
3144456;Clichy Levallois;;;;;;1;;;;;;;IDAMIVIF
3144454;Pont Cardinet;;;;;;0;;;;;;;IDAMIVIF
4747039;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
4747057;Herblay;;;;;;0;;;;;;;IDAMIVIF
4747059;Conflans-Sainte-Honorine;;;;;;1;;;;;;;IDAMIVIF
4747188;Meulan Hardricourt;;;;;;0;;;;;;;IDAMIVIF
4747190;Juziers;;;;;;0;;;;;;;IDAMIVIF
4747358;Mantes-la-Jolie;;;;;;1;;;;;;;IDAMIVIF
4747060;Conflans-Sainte-Honorine;;;;;;1;;;;;;;IDAMIVIF
4747052;Val d'Argenteuil;;;;;;1;;;;;;;IDAMIVIF
4747040;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
46165;Puteaux;;;;;;0;;;;;;;IDAMIVIF
46171;Montreuil;;;;;;1;;;;;;;IDAMIVIF
46172;Versailles-Rive Droite;;;;;;1;;;;;;;IDAMIVIF
47038;Saint-Cloud;;;;;;1;;;;;;;IDAMIVIF
46677;Puteaux;;;;;;0;;;;;;;IDAMIVIF
591533;Asnières;;;;;;1;;;;;;;IDAMIVIF
591531;Clichy Levallois;;;;;;1;;;;;;;IDAMIVIF
46674;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
46473;La Celle-Saint-Cloud;;;;;;0;;;;;;;IDAMIVIF
46527;Louveciennes;;;;;;0;;;;;;;IDAMIVIF
46691;Marly-le-Roi;;;;;;1;;;;;;;IDAMIVIF
46690;Bougival;;;;;;0;;;;;;;IDAMIVIF
46687;Saint-Cloud;;;;;;1;;;;;;;IDAMIVIF
46686;La Défense (Grande Arche);;;;;;1;;;;;;;IDAMIVIF
46685;Gare Saint-Lazare;;;;;;1;;;;;;;IDAMIVIF
591509;Clichy Levallois;;;;;;1;;;;;;;IDAMIVIF
591511;Asnières;;;;;;1;;;;;;;IDAMIVIF
47114;Achères-Ville;;;;;;1;;;;;;;IDAMIVIF
47127;Neuville-Université;;;;;;1;;;;;;;IDAMIVIF
47126;Achères-Ville;;;;;;1;;;;;;;IDAMIVIF
47124;Cergy-Préfecture;;;;;;1;;;;;;;IDAMIVIF
47121;Sartrouville;;;;;;1;;;;;;;IDAMIVIF
47120;H1lles Carrières-sur-Seine;;;;;;1;;;;;;;IDAMIVIF
591512;Asnières;;;;;;1;;;;;;;IDAMIVIF
591508;Pont Cardinet;;;;;;0;;;;;;;IDAMIVIF
183896;Saint-Germain-en-Laye-Bel Air-Fourqueux;;;;;;1;;;;;;;IDAMIVIF
46219;Versailles-Chantiers;;;;;;;;;;;;;IDAMIVIF
46234;Ablon;;;;;;;;;;;;;IDAMIVIF
46235;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
46239;Marolles-en-Hurepoix;;;;;;;;;;;;;IDAMIVIF
46241;Chamarande;;;;;;;;;;;;;IDAMIVIF
46480;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46529;Meudon-Val-Fleury;;;;;;;;;;;;;IDAMIVIF
46731;Versailles-Chantiers;;;;;;;;;;;;;IDAMIVIF
46738;Invalides;;;;;;;;;;;;;IDAMIVIF
46993;Sainte-Geneviève-des-Bois;;;;;;;;;;;;;IDAMIVIF
46994;Brétigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46245;Saint-Cyr;;;;;;;;;;;;;IDAMIVIF
46253;Musée d'Orsay;;;;;;;;;;;;;IDAMIVIF
46254;Saint-Michel Notre-Dame;;;;;;;;;;;;;IDAMIVIF
46258;Villeneuve-le-Roi;;;;;;;;;;;;;IDAMIVIF
46261;Juvisy-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46264;Sainte-Geneviève-des-Bois;;;;;;;;;;;;;IDAMIVIF
46265;Brétigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46267;Egly;;;;;;;;;;;;;IDAMIVIF
46484;Ivry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46757;Saint-Cyr;;;;;;;;;;;;;IDAMIVIF
46759;Chaville-Vélizy;;;;;;;;;;;;;IDAMIVIF
46761;Javel;;;;;;;;;;;;;IDAMIVIF
46762;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46772;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
46782;Saint-Chéron;;;;;;;;;;;;;IDAMIVIF
46954;Choisy-le-Roi;;;;;;;;;;;;;IDAMIVIF
46997;Saint-Michel-sur-Orge;;;;;;;;;;;;;IDAMIVIF
142903;Meudon-Val-Fleury;;;;;;;;;;;;;IDAMIVIF
46277;Franconville Plessis-Bouchard;;;;;;;;;;;;;IDAMIVIF
46280;Epinay-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46287;Boulainvilliers;;;;;;;;;;;;;IDAMIVIF
46292;Saint-Michel Notre-Dame;;;;;;;;;;;;;IDAMIVIF
46444;Les Grésillons;;;;;;;;;;;;;IDAMIVIF
46486;Ermont-Eaubonne;;;;;;;;;;;;;IDAMIVIF
46488;Brétigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46789;Franconville Plessis-Bouchard;;;;;;;;;;;;;IDAMIVIF
46792;Epinay-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46796;Pereire;;;;;;;;;;;;;IDAMIVIF
46805;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46807;Pont de Rungis Aéroport d'Orly;;;;;;;;;;;;;IDAMIVIF
46999;Avenue Henri-Martin;;;;;;;;;;;;;IDAMIVIF
142856;Ivry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
142857;Vitry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
142877;Les Saules;;;;;;;;;;;;;IDAMIVIF
142880;Orly-Ville;;;;;;;;;;;;;IDAMIVIF
142881;Rungis-La Fraternelle;;;;;;;;;;;;;IDAMIVIF
142887;Ablon;;;;;;;;;;;;;IDAMIVIF
142892;Savigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
142902;Epinay-sur-Orge;;;;;;;;;;;;;IDAMIVIF
171851;Saint-Ouen-l'Aumone-Liesse;;;;;;1;;;;;;;IDAMIVIF
171852;Saint-Ouen-l'Aumone-Liesse;;;;;;1;;;;;;;IDAMIVIF
591245;Breuillet Bruyères-le-Châtel;;;;;;;;;;;;;IDAMIVIF
591246;Breuillet-Village;;;;;;;;;;;;;IDAMIVIF
591248;Saint-Chéron;;;;;;;;;;;;;IDAMIVIF
591253;Dourdan;;;;;;;;;;;;;IDAMIVIF
46297;Champ de Mars-Tour Eiffel;;;;;;;;;;;;;IDAMIVIF
46301;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
46450;Invalides;;;;;;;;;;;;;IDAMIVIF
46812;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46813;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
46817;Les Saules;;;;;;;;;;;;;IDAMIVIF
46311;Versailles Château-Rive Gauche;;;;;;;;;;;;;IDAMIVIF
46318;Javel;;;;;;;;;;;;;IDAMIVIF
46327;Savigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
46824;Porchefontaine;;;;;;;;;;;;;IDAMIVIF
46835;Villeneuve-le-Roi;;;;;;;;;;;;;IDAMIVIF
46837;Athis-Mons;;;;;;;;;;;;;IDAMIVIF
46839;Savigny-sur-Orge;;;;;;;;;;;;;IDAMIVIF
142862;Bibliothèque-François Mitterrand;;;;;;1;;;;;;;IDAMIVIF
142863;Ivry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
142866;Vitry-sur-Seine;;;;;;;;;;;;;IDAMIVIF
46331;Porchefontaine;;;;;;;;;;;;;IDAMIVIF
46333;Chaville-Vélizy;;;;;;;;;;;;;IDAMIVIF
46341;Gare d'Austerlitz;;;;;;;;;;;;;IDAMIVIF
46349;Longjumeau;;;;;;;;;;;;;IDAMIVIF
